"code_dep","code_commune","nom_commune","population_municipale","population_comptee_a_part"
"02","339",Gandelu,690,9
"02","340",Gauchy,5235,74
"02","341",Gercy,268,1
"02","342",Gergny,134,2
"02","343",Germaine,81,0
"02","344",Gernicourt,"",""
"02","345",Gibercourt,41,1
"02","346",Gizy,664,12
"02","347",Gland,444,6
"02","348",Glennes,"",""
"02","349",Goudelancourt-lès-Berrieux,56,0
"02","350",Goudelancourt-lès-Pierrepont,136,2
"02","351",Goussancourt,113,6
"02","352",Gouy,560,10
"02","353",Grandlup-et-Fay,287,10
"02","354",Grandrieux,80,2
"02","355",Gricourt,953,26
"02","356",Grisolles,240,2
"02","357",Gronard,71,2
"02","358",Grougis,333,3
"02","359",Grugies,1301,20
"02","360",Villeneuve-sur-Aisne,2751,39
"02","361",Guise,4645,78
"02","362",Guivry,238,12
"02","363",Guny,390,3
"02","364",Guyencourt,258,5
"02","365",Hamégicourt,"",""
"02","366",Hannapes,324,7
"02","367",Happencourt,130,4
"02","368",Haramont,574,7
"02","369",Harcigny,242,2
"02","370",Hargicourt,610,5
"02","371",Harly,1578,35
"02","372",Hartennes-et-Taux,347,10
"02","373",Hary,197,5
"02","374",Lehaucourt,861,9
"02","375",Hautevesnes,159,3
"02","376",Hauteville,174,5
"02","377",Haution,135,8
"02","378",La Hérie,129,5
"02","379",Le Hérie-la-Viéville,209,123
"02","380",Hinacourt,24,1
"02","381",Hirson,8710,187
"02","382",Holnon,1367,39
"02","383",Homblières,1452,46
"02","384",Houry,56,2
"02","385",Housset,160,3
"02","386",Iron,225,2
"02","387",Itancourt,1015,35
"02","388",Iviers,225,6
"02","389",Jaulgonne,659,16
"02","390",Jeancourt,264,2
"02","391",Jeantes,206,0
"02","392",Joncourt,311,6
"02","393",Jouaignes,141,5
"02","394",Jouy,"",""
"02","395",Jumencourt,141,6
"02","396",Jumigny,64,1
"02","397",Jussy,1252,20
"02","398",Juvigny,284,4
"02","399",Juvincourt-et-Damary,607,5
"02","400",Laffaux,148,4
"02","401",Laigny,194,2
"02","402",Lanchy,37,2
"02","403",Landifay-et-Bertaignemont,260,7
"02","404",Landouzy-la-Cour,190,0
"02","405",Landouzy-la-Ville,535,5
"02","406",Landricourt,132,5
"02","407",Laniscourt,199,9
"02","408",Laon,24304,666
"02","409",Lappion,268,4
"02","410",Largny-sur-Automne,244,10
"02","411",Latilly,203,4
"02","412",Launoy,100,1
"02","413",Laval-en-Laonnois,244,4
"02","414",Lavaqueresse,201,5
"02","415",Laversine,160,4
"02","416",Lemé,420,10
"02","417",Lempire,116,0
"02","418",Lerzy,223,4
"02","419",Leschelle,269,9
"02","420",Lesdins,829,11
"02","421",Lesges,106,1
"02","422",Lesquielles-Saint-Germain,805,10
"02","423",Leuilly-sous-Coucy,422,8
"02","424",Leury,104,0
"02","425",Leuze,172,3
"02","426",Levergies,540,10
"02","427",Lhuys,138,1
"02","428",Licy-Clignon,74,2
"02","429",Lierval,122,1
"02","430",Liesse-Notre-Dame,1281,119
"02","431",Liez,383,9
"02","432",Limé,189,5
"02","433",Lislet,221,8
"02","434",Lizy,"",""
"02","435",Logny-lès-Aubenton,79,0
"02","436",Lombray,"",""
"02","437",Longchamps,"",""
"02","438",Longpont,249,9
"02","439",Les Septvallons,1177,20
"02","440",Lor,138,0
"02","441",Louâtre,188,3
"02","442",Loupeigne,90,1
"02","443",Lucy-le-Bocage,203,6
"02","444",Lugny,121,0
"02","445",Luzoir,282,6
"02","446",Ly-Fontaine,118,1
"02","447",Maast-et-Violaine,147,5
"02","448",Mâchecourt,121,4
"02","449",Macogny,66,3
"02","450",Macquigny,366,4
"02","451",Magny-la-Fosse,124,1
"02","452",Maissemy,236,10
"02","453",Maizy,404,8
"02","454",La Malmaison,404,3
"02","455",Malzy,204,1
"02","456",Manicamp,299,4
"02","457",Marchais,404,10
"02","458",Dhuys et Morin-en-Brie,820,17
"02","459",Marcy,161,8
"02","460",Marcy-sous-Marle,201,1
"02","461",Marest-Dampcourt,383,6
"02","462",Mareuil-en-Dôle,231,2
"02","463",Marfontaine,89,2
"02","464",Margival,365,2
"02","465",Marigny-en-Orxois,513,7
"02","466",Marizy-Sainte-Geneviève,133,0
"02","467",Marizy-Saint-Mard,51,1
"02","468",Marle,2235,29
"02","469",Marly-Gomont,485,13
"02","470",Martigny,435,12
"02","471",Martigny-Courpierre,135,2
"02","472",Mauregny-en-Haye,409,7
"02","473",Mayot,215,1
"02","474",Mennessis,392,4
"02","475",Menneville,"",""
"02","476",Mennevret,669,14
"02","477",Mercin-et-Vaux,964,21
"02","478",Merlieux-et-Fouquerolles,261,8
"02","479",Merval,"",""
"02","480",Mesbrecourt-Richecourt,312,3
"02","481",Mesnil-Saint-Laurent,473,16
"02","482",Meurival,54,1
"02","483",Mézières-sur-Oise,513,10
"02","484",Mézy-Moulins,527,3
"02","485",Missy-aux-Bois,94,4
"02","486",Missy-lès-Pierrepont,107,1
"02","487",Missy-sur-Aisne,627,9
"02","488",Molain,156,2
"02","489",Molinchart,342,7
"02","490",Monampteuil,126,3
"02","491",Monceau-le-Neuf-et-Faucouzy,324,9
"02","492",Monceau-lès-Leups,454,8
"02","493",Monceau-le-Waast,224,6
"02","494",Monceau-sur-Oise,127,2
"02","495",Mondrepuis,1046,15
"02","496",Monnes,100,1
"02","497",Mons-en-Laonnois,1154,29
"02","498",Montaigu,763,13
"02","499",Montbavin,43,2
"02","500",Montbrehain,810,19
"02","501",Montchâlons,93,2
"02","502",Montcornet,1324,9
"02","503",Mont-d'Origny,831,2
"02","504",Montescourt-Lizerolles,1616,28
"02","505",Montfaucon,206,5
"02","506",Montgobert,195,6
"02","507",Montgru-Saint-Hilaire,31,1
"02","508",Monthenault,151,6
"02","509",Monthiers,156,0
"02","510",Monthurel,151,2
"02","511",Montigny-en-Arrouaise,295,4
"02","512",Montigny-l'Allier,270,5
"02","513",Montigny-le-Franc,138,2
"02","514",Montigny-Lengrain,704,15
"02","515",Montigny-lès-Condé,55,6
"02","516",Montigny-sous-Marle,67,1
"02","517",Montigny-sur-Crécy,299,5
"02","518",Montlevon,303,3
"02","519",Montloué,186,4
"02","520",Mont-Notre-Dame,741,7
"02","521",Montreuil-aux-Lions,1364,14
"02","522",Mont-Saint-Jean,74,2
"02","523",Mont-Saint-Martin,72,1
"02","524",Mont-Saint-Père,694,15
"02","525",Morcourt,577,13
"02","526",Morgny-en-Thiérache,99,3
"02","527",Morsain,458,9
"02","528",Mortefontaine,228,5
"02","529",Mortiers,178,1
"02","530",Moulins,78,1
"02","531",Moussy-Verneuil,118,1
"02","532",Moÿ-de-l'Aisne,986,18
"02","533",Muret-et-Crouttes,111,8
"02","534",Muscourt,48,1
"02","535",Nampcelles-la-Cour,113,5
"02","536",Nampteuil-sous-Muret,103,1
"02","537",Nanteuil-la-Fosse,202,1
"02","538",Nanteuil-Notre-Dame,70,0
"02","539",Nauroy,702,8
"02","540",Nesles-la-Montagne,1227,36
"02","541",Neufchâtel-sur-Aisne,421,6
"02","542",Neuflieux,82,2
"02","543",Neuilly-Saint-Front,2066,34
"02","544",Neuve-Maison,616,14
"02","545",La Neuville-Bosmont,187,2
"02","546",La Neuville-en-Beine,193,4
"02","547",La Neuville-Housset,66,1
"02","548",La Neuville-lès-Dorengt,377,7
"02","549",Neuville-Saint-Amand,846,25
"02","550",Neuville-sur-Ailette,115,3
"02","551",Neuville-sur-Margival,115,0
"02","552",Neuvillette,187,9
"02","553",Nizy-le-Comte,244,4
"02","554",Nogentel,1071,22
"02","555",Nogent-l'Artaud,2108,46
"02","556",Noircourt,81,1
"02","557",Noroy-sur-Ourcq,127,0
"02","558",Le Nouvion-en-Thiérache,2557,28
"02","559",Nouvion-et-Catillon,462,4
"02","560",Nouvion-le-Comte,246,4
"02","561",Nouvion-le-Vineux,153,4
"02","562",Nouvron-Vingré,212,2
"02","563",Noyales,164,3
"02","564",Noyant-et-Aconin,495,5
"02","565",Œuilly,291,3
"02","566",Ognes,1104,23
"02","567",Ohis,279,8
"02","568",Oigny-en-Valois,162,4
"02","569",Oisy,471,3
"02","570",Ollezy,177,0
"02","571",Omissy,717,75
"02","572",Orainville,502,9
"02","573",Orgeval,60,1
"02","574",Origny-en-Thiérache,1432,28
"02","575",Origny-Sainte-Benoite,1670,14
"02","576",Osly-Courtil,330,8
"02","577",Ostel,90,1
"02","578",Oulches-la-Vallée-Foulon,86,1
"02","579",Oulchy-la-Ville,125,9
"02","580",Oulchy-le-Château,816,10
"02","581",Paars,323,1
"02","582",Paissy,76,2
"02","583",Pancy-Courtecon,54,2
"02","584",Papleux,121,6
"02","585",Parcy-et-Tigny,259,7
"02","586",Parfondeval,139,6
"02","587",Parfondru,355,7
"02","588",Pargnan,68,2
"02","589",Pargny-Filain,261,0
"02","590",Pargny-la-Dhuys,169,4
"02","591",Pargny-les-Bois,135,1
"02","592",Parpeville,192,4
"02","593",Pasly,1064,21
"02","594",Passy-en-Valois,132,6
"02","595",Passy-sur-Marne,133,0
"02","596",Pavant,763,15
"02","597",Perles,"",""
"02","598",Pernant,669,18
"02","599",Pierremande,255,3
"02","600",Pierrepont,347,5
"02","601",Pignicourt,197,2
"02","602",Pinon,1698,27
"02","603",Pisseleux,"",""
"02","604",Pithon,84,1
"02","605",Pleine-Selve,192,5
"02","606",Le Plessier-Huleu,70,3
"02","607",Ploisy,78,3
"02","608",Plomion,473,2
"02","609",Ployart-et-Vaurseine,20,0
"02","610",Pommiers,736,11
"02","611",Pont-Ã -Bucy,"",""
"02","612",Pont-Arcy,127,1
"02","613",Pontavert,605,11
"02","614",Pontru,265,7
"02","615",Pontruet,360,5
"02","616",Pont-Saint-Mard,211,3
"02","617",Pouilly-sur-Serre,508,4
"02","618",Prémont,694,12
"02","619",Prémontré,658,0
"02","620",Presles-et-Boves,347,9
"02","621",Presles-et-Thierny,379,15
"02","622",Priez,54,0
"02","623",Prisces,97,3
"02","624",Proisy,275,66
"02","625",Proix,142,2
"02","626",Prouvais,334,7
"02","627",Proviseux-et-Plesnoy,123,3
"02","628",Puiseux-en-Retz,217,6
"02","629",Puisieux-et-Clanlieu,311,12
"02","630",Quessy,"",""
"02","631",Quierzy,411,5
"02","632",Quincy-Basse,57,1
"02","633",Quincy-sous-le-Mont,60,0
"02","634",Raillimont,82,4
"02","635",Ramicourt,146,5
"02","636",Regny,199,5
"02","637",Remaucourt,293,10
"02","638",Remies,237,1
"02","639",Remigny,346,7
"02","640",Renansart,157,4
"02","641",Renneval,111,4
"02","642",Résigny,173,3
"02","643",Ressons-le-Long,769,8
"02","644",Retheuil,346,13
"02","645",Reuilly-Sauvigny,192,9
"02","646",Révillon,"",""
"02","647",Ribeauville,60,0
"02","648",Ribemont,1937,38
"02","649",Rocourt-Saint-Martin,307,4
"02","650",Rocquigny,357,6
"02","651",Rogécourt,106,1
"02","652",Rogny,104,1
"02","653",Romeny-sur-Marne,500,13
"02","654",Romery,82,1
"02","655",Ronchères,135,0
"02","656",Roucy,394,10
"02","657",Rougeries,250,4
"02","658",Roupy,236,8
"02","659",Rouvroy,504,13
"02","660",Rouvroy-sur-Serre,38,2
"02","661",Royaucourt-et-Chailvet,254,3
"02","662",Rozet-Saint-Albin,322,9
"02","663",Rozières-sur-Crise,221,5
"02","664",Rozoy-Bellevalle,123,3
"02","665",Grand-Rozoy,300,5
"02","666",Rozoy-sur-Serre,1002,17
"02","667",Saconin-et-Breuil,203,6
"02","668",Sains-Richaumont,1057,21
"02","669",Saint-Agnan,"",""
"02","670",Saint-Algis,151,0
"02","671",Saint-Aubin,287,5
"02","672",Saint-Bandry,261,4
"02","673",Saint-Christophe-Ã -Berry,444,7
"02","674",Saint-Clément,48,0
"02","675",Sainte-Croix,133,1
"02","676",Saint-Erme-Outre-et-Ramecourt,1716,40
"02","677",Saint-Eugène,240,3
"02","678",Sainte-Geneviève,68,0
"02","679",Saint-Gengoulph,150,4
"02","680",Saint-Gobain,2294,37
"02","681",Saint-Gobert,279,5
"02","682",Saint-Mard,114,3
"02","683",Saint-Martin-Rivière,110,3
"02","684",Saint-Michel,3314,57
"02","685",Saint-Nicolas-aux-Bois,120,1
"02","686",Saint-Paul-aux-Bois,373,4
"02","687",Saint-Pierre-Aigle,333,9
"02","688",Saint-Pierre-lès-Franqueville,48,4
"02","689",Saint-Pierremont,41,1
"02","690",Sainte-Preuve,80,1
"02","691",Saint-Quentin,53570,1281
"02","692",Saint-Quentin-sur-Allan,"",""
"02","693",Saint-Rémy-Blanzy,221,3
"02","694",Saint-Simon,641,10
"02","695",Saint-Thibaut,81,0
"02","696",Saint-Thomas,76,3
"02","697",Samoussy,384,5
"02","698",Sancy-les-Cheminots,101,2
"02","699",Saponay,280,3
"02","700",Le Sart,"",""
"02","701",Saulchery,708,8
"02","702",Savy,602,22
"02","703",Seboncourt,1083,13
"02","704",Selens,247,4
"02","705",La Selve,210,6
"02","706",Septmonts,566,11
"02","707",Septvaux,181,0
"02","708",Sequehart,215,8
"02","709",Serain,407,8
"02","710",Seraucourt-le-Grand,742,18
"02","711",Serches,293,7
"02","712",Sergy,142,3
"02","713",Seringes-et-Nesles,270,4
"02","714",Sermoise,358,2
"02","715",Serval,45,3
"02","716",Servais,290,5
"02","717",Séry-lès-Mézières,590,13
"02","718",Silly-la-Poterie,121,3
"02","719",Sinceny,2028,41
"02","720",Sissonne,2034,74
"02","721",Sissy,476,2
"02","722",Soissons,28712,651
"02","723",Soize,98,1
"02","724",Sommelans,61,1
"02","725",Sommeron,139,6
"02","726",Sommette-Eaucourt,181,3
"02","727",Sons-et-Ronchères,221,3
"02","728",Sorbais,264,4
"02","729",Soucy,81,1
"02","730",Soupir,267,6
"02","731",Le Sourd,171,2
"02","732",Surfontaine,104,0
"02","733",Suzy,"",""
"02","734",Taillefontaine,274,6
"02","735",Tannières,17,0
"02","736",Tartiers,167,5
"02","737",Tavaux-et-Pontséricourt,552,12
"02","738",Tergnier,13588,200
"02","739",Terny-Sorny,335,7
"02","740",Thenailles,221,6
"02","741",Thenelles,539,5
"02","742",Thiernu,114,0
"02","743",Le Thuel,158,1
"02","744",Torcy-en-Valois,72,2
"02","745",Toulis-et-Attencourt,121,1
"02","746",Travecy,658,8
"02","747",Trefcon,83,0
"02","748",Trélou-sur-Marne,939,24
"02","749",TroÃ«snes,219,7
"02","750",Trosly-Loire,583,8
"02","751",Trucy,144,2
"02","752",Tugny-et-Pont,281,5
"02","753",Tupigny,328,4
"02","754",Ugny-le-Gay,185,3
"02","755",Urcel,589,10
"02","756",Urvillers,684,12
"02","757",Vadencourt,529,8
"02","758",Vailly-sur-Aisne,2012,37
"02","759",La Vallée-au-Blé,370,3
"02","760",La Vallée-Mulâtre,142,3
"02","761",Variscourt,211,4
"02","762",Vassens,139,5
"02","763",Vasseny,219,4
"02","764",Vassogne,88,3
"02","765",Vaucelles-et-Beffecourt,246,10
"02","766",Vaudesson,235,6
"02","767",Vauxrezis,322,3
"02","768",Vauxaillon,542,6
"02","769",Vaux-Andigny,898,14
"02","770",Vauxbuin,788,20
"02","771",Vauxcéré,"",""
"02","772",Vaux-en-Vermandois,160,1
"02","773",Vauxtin,39,0
"02","774",Vendelles,118,1
"02","775",Vendeuil,936,17
"02","776",Vendhuile,558,12
"02","777",Vendières,142,7
"02","778",Vendresse-Beaulne,97,1
"02","779",Vénérolles,219,3
"02","780",Venizel,1378,17
"02","781",Verdilly,453,16
"02","782",Le Verguier,220,2
"02","783",Grand-Verly,138,0
"02","784",Petit-Verly,138,0
"02","785",Vermand,1100,30
"02","786",Verneuil-sous-Coucy,127,2
"02","787",Verneuil-sur-Serre,258,2
"02","788",Versigny,460,7
"02","789",Vervins,2587,96
"02","790",Vesles-et-Caumont,238,3
"02","791",Veslud,259,6
"02","792",Veuilly-la-Poterie,157,7
"02","793",Vézaponin,119,1
"02","794",Vézilly,188,4
"02","795",Vic-sur-Aisne,1618,18
"02","796",Vichel-Nanteuil,83,0
"02","797",Viel-Arcy,172,1
"02","798",Viels-Maisons,1221,19
"02","799",Vierzy,407,9
"02","800",Viffort,313,5
"02","801",Vigneux-Hocquet,272,3
"02","802",La Ville-aux-Bois-lès-Dizy,209,0
"02","803",La Ville-aux-Bois-lès-Pontavert,146,5
"02","804",Villemontoire,186,3
"02","805",Villeneuve-Saint-Germain,2549,44
"02","806",Villeneuve-sur-Fère,294,5
"02","807",Villequier-Aumont,656,24
"02","808",Villeret,289,5
"02","809",Villers-Agron-Aiguizy,69,3
"02","810",Villers-Cotterêts,10424,417
"02","811",Villers-en-Prayères,"",""
"02","812",Villers-Hélon,207,6
"02","813",Villers-le-Sec,252,8
"02","814",Villers-lès-Guise,162,0
"02","815",Villers-Saint-Christophe,430,17
"02","816",Villers-sur-Fère,531,6
"02","817",Ville-Savoye,82,1
"02","818",Villiers-Saint-Denis,1166,11
"02","819",Vincy-Reuil-et-Magny,116,1
"02","820",Viry-Noureuil,1688,43
"02","821",Vivaise,680,21
"02","822",Vivières,391,12
"02","823",Voharies,74,0
"02","824",Vorges,375,8
"02","825",VouÃ«l,"",""
"02","826",Voulpaix,356,7
"02","827",Voyenne,312,5
"02","828",Vregny,94,0
"02","829",Vuillery,42,1
"02","830",Wassigny,955,16
"02","831",Watigny,379,6
"02","832",Wiège-Faty,189,5
"02","833",Wimy,508,7
"02","834",Wissignicourt,169,6
"03","001",Abrest,2904,60
"03","002",Agonges,309,12
"03","003",Ainay-le-Château,987,27
"03","004",Andelaroche,253,7
"03","005",Archignat,338,3
"03","006",Arfeuilles,633,17
"03","007",Arpheuilles-Saint-Priest,357,7
"03","008",Arronnes,372,14
"03","009",Aubigny,135,36
"03","010",Audes,424,13
"03","011",AurouÃ«r,421,9
"03","012",Autry-Issards,323,5
"03","013",Avermes,3953,96
"03","014",Avrilly,136,3
"03","015",Bagneux,328,11
"03","016",Barberier,143,2
"03","017",Barrais-Bussolles,189,6
"03","018",Bayet,685,14
"03","019",Beaulon,1640,24
"03","020",Beaune-d'Allier,294,7
"03","021",Bègues,224,2
"03","022",Bellenaves,997,17
"03","023",Bellerive-sur-Allier,8741,231
"03","024",Bert,237,6
"03","025",Bessay-sur-Allier,1328,31
"03","026",Besson,761,18
"03","027",Bézenet,928,24
"03","028",Billezois,364,7
"03","029",Billy,783,12
"03","030",Biozat,856,15
"03","031",Bizeneuille,291,9
"03","032",Blomard,244,2
"03","033",Bost,181,4
"03","034",Boucé,496,12
"03","035",Le Bouchaud,212,4
"03","036",Bourbon-l'Archambault,2572,72
"03","037",Braize,259,2
"03","038",Bransat,521,8
"03","039",Bresnay,384,7
"03","040",Bressolles,1126,38
"03","041",Le Brethon,319,12
"03","042",Le Breuil,530,17
"03","043",Broût-Vernet,1189,75
"03","044",Brugheas,1516,36
"03","045",Busset,849,18
"03","046",Buxières-les-Mines,1026,23
"03","047",La Celle,407,9
"03","048",Cérilly,1305,24
"03","049",Cesset,428,10
"03","050",La Chabanne,179,10
"03","051",Chambérat,301,6
"03","052",Chamblet,1093,29
"03","053",Chantelle,1102,25
"03","054",Chapeau,237,6
"03","055",La Chapelaude,966,17
"03","056",La Chapelle,382,7
"03","057",La Chapelle-aux-Chasses,201,6
"03","058",Chappes,238,6
"03","059",Chareil-Cintrat,359,7
"03","060",Charmeil,1030,17
"03","061",Charmes,394,6
"03","062",Charroux,351,17
"03","063",Chassenard,1028,20
"03","064",Château-sur-Allier,180,1
"03","065",Châtel-de-Neuvre,544,9
"03","066",Châtel-Montagne,324,5
"03","067",Châtelperron,138,4
"03","068",Châtelus,104,1
"03","069",Châtillon,312,6
"03","070",Chavenon,133,1
"03","071",Chavroches,248,3
"03","072",Chazemais,492,12
"03","073",Chemilly,638,11
"03","074",Chevagnes,656,15
"03","075",Chezelle,168,2
"03","076",Chézy,227,7
"03","077",Chirat-l'Eglise,128,3
"03","078",Chouvigny,231,8
"03","079",Cindré,303,8
"03","080",Cognat-Lyonne,691,11
"03","081",Colombier,327,12
"03","082",Commentry,6132,189
"03","083",Contigny,580,13
"03","084",Cosne-d'Allier,2034,31
"03","085",Coulandon,646,55
"03","086",Coulanges,321,8
"03","087",Couleuvre,597,7
"03","088",Courçais,320,2
"03","089",Coutansouze,152,1
"03","090",Couzon,305,8
"03","091",Créchy,438,9
"03","092",Cressanges,628,13
"03","093",Creuzier-le-Neuf,1185,27
"03","094",Creuzier-le-Vieux,3297,102
"03","095",Cusset,12474,481
"03","096",Deneuille-lès-Chantelle,86,1
"03","097",Deneuille-les-Mines,360,9
"03","098",Désertines,4459,87
"03","099",Deux-Chaises,391,11
"03","100",Diou,1381,35
"03","101",Domérat,8729,166
"03","102",Dompierre-sur-Besbre,3032,59
"03","103",Le Donjon,1065,25
"03","104",Doyet,1169,32
"03","105",Droiturier,357,7
"03","106",Durdat-Larequille,1316,105
"03","107",Ebreuil,1270,27
"03","108",Echassières,376,6
"03","109",Escurolles,781,32
"03","110",Espinasse-Vozelle,968,26
"03","111",Estivareilles,1112,24
"03","112",Etroussat,668,9
"03","113",Ferrières-sur-Sichon,536,16
"03","114",La Ferté-Hauterive,279,7
"03","115",Fleuriel,341,7
"03","116",Fourilles,191,5
"03","117",Franchesse,475,12
"03","118",Gannat,5830,197
"03","119",Gannay-sur-Loire,413,4
"03","120",Garnat-sur-Engièvre,710,12
"03","121",Gennetines,647,17
"03","122",Gipcy,236,6
"03","123",Givarlais,"",""
"03","124",Gouise,219,3
"03","125",La Guillermie,124,2
"03","126",Hauterive,1167,13
"03","127",Hérisson,620,10
"03","128",Huriel,2645,57
"03","129",Hyds,312,13
"03","130",Isle-et-Bardais,279,6
"03","131",Isserpent,550,13
"03","132",Jaligny-sur-Besbre,559,15
"03","133",Jenzat,519,10
"03","134",Laféline,193,3
"03","135",Lalizolle,407,9
"03","136",Lamaids,235,5
"03","137",Langy,271,6
"03","138",Lapalisse,3144,73
"03","139",Laprugne,313,11
"03","140",Lavault-Sainte-Anne,1154,33
"03","141",Lavoine,149,2
"03","142",Lenax,242,5
"03","143",Lételon,92,3
"03","144",Liernolles,211,8
"03","145",Lignerolles,736,13
"03","146",Limoise,154,35
"03","147",Loddes,167,2
"03","148",Loriges,349,6
"03","149",Louchy-Montfand,441,16
"03","150",Louroux-Bourbonnais,203,7
"03","151",Louroux-de-Beaune,159,3
"03","152",Louroux-de-Bouble,231,7
"03","153",Louroux-Hodement,"",""
"03","154",Luneau,276,4
"03","155",Lurcy-Lévis,1881,42
"03","156",Lusigny,1688,54
"03","157",Magnet,1020,23
"03","158",Haut-Bocage,871,19
"03","159",Malicorne,780,15
"03","160",Marcenat,410,4
"03","161",Marcillat-en-Combraille,900,29
"03","162",Marigny,202,6
"03","163",Mariol,751,22
"03","164",Le Mayet-d'Ecole,273,2
"03","165",Le Mayet-de-Montagne,1384,86
"03","166",Mazerier,306,5
"03","167",Mazirat,286,4
"03","168",Meaulne-Vitray,906,15
"03","169",Meillard,331,6
"03","170",Meillers,129,6
"03","171",Mercy,249,6
"03","172",Mesples,122,2
"03","173",Molinet,1142,33
"03","174",Molles,914,25
"03","175",Monestier,278,12
"03","176",Monétay-sur-Allier,541,10
"03","177",Monétay-sur-Loire,253,3
"03","178",MontaiguÃ«t-en-Forez,298,6
"03","179",Montaigu-le-Blin,297,10
"03","180",Montbeugny,662,11
"03","181",Montcombroux-les-Mines,296,3
"03","182",Monteignet-sur-l'Andelot,263,1
"03","183",Le Montet,469,4
"03","184",Montilly,505,8
"03","185",Montluçon,34361,1070
"03","186",Montmarault,1524,21
"03","187",Montoldre,630,9
"03","188",Montord,219,1
"03","189",Montvicq,715,24
"03","190",Moulins,19246,542
"03","191",Murat,280,8
"03","192",Nades,150,3
"03","193",Nassigny,187,4
"03","194",Naves,125,2
"03","195",Néris-les-Bains,2570,94
"03","196",Neuilly-en-Donjon,221,3
"03","197",Neuilly-le-Réal,1453,32
"03","198",Neure,187,0
"03","199",Neuville,"",""
"03","200",Neuvy,1520,256
"03","201",Nizerolles,304,13
"03","202",Noyant-d'Allier,603,15
"03","203",Paray-le-Frésil,387,9
"03","204",Paray-sous-Briailles,623,18
"03","205",Périgny,440,11
